Material: Aluminum
Thickness: 10.0 mm
Longitudinal wave velocity: 6148.934278633423 m/s
Shear wave velocity: 3097.3259457927006 m/s

S0				S1				S2				S3				S4				A0				A1				A2				A3				A4
fd [kHz mm]	k  [1/m]	fd [kHz mm]	k  [1/m]	fd [kHz mm]	k  [1/m]	fd [kHz mm]	k  [1/m]	fd [kHz mm]	k  [1/m]	fd [kHz mm]	k  [1/m]	fd [kHz mm]	k  [1/m]	fd [kHz mm]	k  [1/m]	fd [kHz mm]	k  [1/m]	fd [kHz mm]	k  [1/m]	
8989.9		1955.8																		8787.9		1913.7																
9090.9		1977.9																		8888.9		1935.6																
9191.9		1999.9																		8989.9		1957.5																
9292.9		2021.9																		9090.9		1979.5																
9393.9		2044.0																		9191.9		2001.4																
9494.9		2066.0																		9292.9		2023.3																
9596.0		2088.0																		9393.9		2045.3																
9697.0		2110.1																		9494.9		2067.2																
9798.0		2132.1																		9596.0		2089.2																
9899.0		2154.1																		9697.0		2111.1																
																				9798.0		2133.1																
																				9899.0		2155.0																
																				10000.0		2177.0																
